optimizer_step,upstream_loss,pr_loss,signed_relative_difference_percent
51,8.026071188970826,8.025926107475291,-0.001807627818388395
52,8.035949718291652,8.02916695998602,-0.08440518598808171
53,7.537726334063822,7.5378666193765875,0.0018610744902918513
54,7.754900837440408,7.753599108946231,-0.016785881876039657
55,7.456072319863196,7.456231756411594,0.002138299259010455
56,7.9619467411797205,7.962128379922982,0.002281283779842016
57,7.717777682664422,7.714899530061833,-0.037292504668203115
58,7.388755370598972,7.387120392237547,-0.02212792655080634
59,8.045127258597969,8.045343097928596,0.002682785904837894
60,7.302682299255674,7.302753092069068,0.0009693989718822454
61,7.671928461731639,7.66932114938345,-0.033985097243735767
62,8.250638509275142,8.256252756634838,0.06799994531641546
63,7.787705690979183,7.794863776075074,0.09183079142269586
64,7.20136588312667,7.199668101725634,-0.023575824761431975
65,8.35087663536024,8.362113950064899,0.13438365910537564
66,7.994214849996759,7.999766069240066,0.06939226966464193
67,8.012252861525019,8.024276823265417,0.14984480228220104
68,7.436262883940911,7.436978224532847,0.00961869956236677
69,7.467337658391363,7.472836022173044,0.07357800660105583
70,6.866378296406499,6.862884294314615,-0.05088566258741308
71,7.941918267300277,7.941841292579386,-0.0009692207638103389
72,7.636160984143724,7.6394786846069875,0.043428362068060215
73,7.402252117948516,7.394580236702065,-0.10364252830362189
74,7.551407376947676,7.555082944165425,0.048650256322959086
75,7.0789444067702885,7.100548548341691,0.3042601768626472
76,7.271334516143094,7.274189757662846,0.03925167771083002
77,7.942581897400471,7.944795656350192,0.027864265432071312
78,7.568678550984656,7.585258282242084,0.21857833498225132
79,8.028056414639668,8.025910024081778,-0.026736117025482148
80,6.669955468799897,6.655603251592601,-0.21517710687022978
81,7.395553065142574,7.397836477674132,0.030865950314657473
82,8.629972996593334,8.65223887745936,0.2573424194751829
83,7.804189126300513,7.817116863740197,0.16537730809231446
84,9.159787202305797,9.117121273504225,-0.46579606992214556
85,6.973577918009439,7.185842335532112,2.953925338343168
86,7.313616281093181,7.329990560047187,0.223387449408941
87,7.039314575031272,7.073768765081328,0.4870697812477994
88,7.260212053090825,7.289524828800123,0.40212189954393307
89,6.909026413489353,6.932801848889301,0.3429412222961024
90,7.341823435604347,7.373503129407084,0.429642372787384
91,8.553853913346407,8.578667575286106,0.28924843773156594
92,7.133325430327471,7.157568990538382,0.33871221140808183
93,9.010587292570477,9.029805768117527,0.21283376454126976
94,8.171228243861693,8.151680492736554,-0.23922659533862312
95,7.81326371838266,7.8233054219258245,0.12835627655570225
96,5.4318089834951495,5.4652129791658774,0.6112112336347812
97,7.814984635866077,7.777022663199,-0.4857587626321641
98,7.288643458948367,7.255838050521927,-0.45008935628706503
99,6.61355367750791,6.60153728564718,-0.18169342000801048
100,7.262952261556023,7.239551159088285,-0.3221982139632651
101,7.154588507859897,7.156646068082916,0.02875034203794303
102,7.3488896129465,7.401709176830589,0.7136130672281626
103,6.982316159589578,6.99757843020204,0.2181078892462151
104,8.299260115925064,8.305838383950354,0.07920053005126565
105,7.216220433270123,7.19746699119027,-0.25987900803848646
106,8.005260494251516,8.066340089730534,0.7572157236065515
107,7.759433588252019,7.7385361703607085,-0.2693162800304114
108,8.054813804455938,8.014950176240001,-0.49490440354914167
109,7.886563084242563,7.914685010643584,0.3553132735314573
110,7.810313510210501,7.881732133114446,0.9061285222303536
111,6.9908785336304256,7.120938578549565,1.826445256962618
112,8.387341822095957,8.406806855261884,0.23153896004811708
113,7.733597047138843,7.825252036613061,1.171272043959475
114,6.913679686068554,6.8868516373048525,-0.38804298118933095
115,7.724261851126996,7.692822960483034,-0.4070148222561193
116,7.541123831770849,7.467323682670452,-0.9786359532975214
117,7.136838508114515,7.0947943560377125,-0.5891145221935269
118,7.933042590803219,8.162877762673503,2.815614524099014
119,6.915410756891047,6.949171041013918,0.4858174294979683
120,4.691611526272731,4.944002562154168,5.10499403486285
121,7.279701781966816,7.2138931381272045,-0.9040019194554346
122,7.106771870382004,7.0106773880943285,-1.3521537491326592
123,7.843298029898439,7.742010517649863,-1.2913893092226112
124,7.6517405617301,7.707928787134504,0.7289665869538043
125,7.784290383816329,7.743760303695583,-0.5206650590143542
126,7.1245574514966385,7.080102195904405,-0.6239721680242065
127,7.887235239765753,7.907328533633156,0.25410976389735557
128,8.544858607727468,8.456896383667633,-1.029416964024272
129,7.232535767595011,7.1838738540833775,-0.6728195348809833
130,6.9980261924344385,6.960560989214606,-0.5353681479548585
131,6.3948268713519925,6.341957832320732,-0.8267469955771097
132,8.103067102976118,8.08374686170946,-0.23843121402216805
133,7.101208452908789,7.066626223551497,-0.4869907648342173
134,7.466424706397677,7.470479440288253,0.054276755902823465
135,7.496952514861906,7.524170754743259,0.3617440481955313
136,6.997420185503259,6.978866514536578,-0.26515016212859815
137,7.2810687606612445,7.220948269422785,-0.8257097029941967
138,5.601440494276495,5.647096084792687,0.8084790807640113
139,7.746858493913488,7.762713325206883,0.20424342145821156
140,7.422778056199657,7.407258756657993,-0.20907670179767424
141,7.345078884463402,7.35006430135138,0.06782820780304354
142,6.846856062375306,6.904281624142648,0.8317384036963177
143,7.962518690580088,7.87436854633309,-1.1070635771477997
144,7.43044635503135,7.33571855602628,-1.2748601427009458
145,8.184651025721214,7.992228937790844,-2.3510115132051626
146,7.019627457181256,7.004585832840588,-0.2142795245534031
147,7.847288673448948,7.98447979482223,1.7182224127143175
148,6.714110244291849,6.728234546582786,0.2099258311098948
149,6.6913969794981885,6.712823278626969,0.3191846148698683
150,8.78011273337616,8.69500255749993,-0.9693517436592671
151,7.208926764504732,7.159123947513773,-0.6908492570097646
152,6.9004017778118785,6.825684481615058,-1.0827963153837319
153,6.347484843611719,6.335034620962481,-0.1961441886981148
154,6.922577004929974,6.933158544561813,0.15262220766808837
155,6.756741106335425,7.026440428176844,3.838349226727857
156,6.558254272758867,6.6738938425610606,1.7327151514567365
157,6.493212272411853,6.531491073223104,0.586065270274673
158,6.897622816096288,7.054258107594554,2.2204360700898347
159,6.976674693370764,7.126530667636147,2.102790000552815
160,6.497059284502512,6.627454357204677,1.967498615217356
161,6.280326833213855,6.338548702508695,0.9185362774257286
162,6.806523561612816,6.696409856301332,-1.6177671951728674
163,7.40741803757649,7.5415003945718935,1.7779268047497687
164,6.300536567755767,6.297476269027562,-0.04857203343389872
165,7.186658050133465,7.212793574501015,0.36234954040478495
166,7.024017691050381,7.030590238836998,0.09348500713795592
167,7.013858959793424,6.864969219998247,-2.122793467172354
168,6.873222258172028,6.816031626930903,-0.8320788866259466
169,6.219209048593592,6.136306183448722,-1.3330130004814187
170,5.9431498594286065,5.904900559932473,-0.6435863203996444
171,7.25079487494621,7.207244416498523,-0.6006301267488243
172,6.9978036728578115,7.013423177997121,0.22270872215883722
173,7.630055700542686,7.845219458190783,2.742609799442339
174,6.134038367479717,6.019670545609792,-1.8644784238106369
175,7.68138821899164,7.753230016650636,0.9266047505969797
176,7.408645572206067,7.3231043002593115,-1.1546141749265015
177,6.795208106256663,6.6826144396294325,-1.656956856458304
178,5.734397574707242,5.510957600750239,-3.8964855688160105
179,6.53449734916118,6.379937994995848,-2.365282988219011
180,6.515903945443458,6.545198298267523,0.44757013445747534
181,7.225764704052587,7.157107160269844,-0.9501768545581842
182,6.853948376666499,6.808505185752018,-0.6630220774522828
183,7.0326834098932185,6.985132494839474,-0.6761418406358504
184,6.766388911524068,6.785426263974016,0.2805623657134654
185,8.401331964355233,8.371577478942237,-0.35416390566682204
186,7.214893028005153,7.472824191875665,3.4515888136500066
187,6.838106705178148,6.921136217796486,1.199651473479786
188,5.687631776595019,5.985988315129017,4.984248595673502
189,7.192172308260539,7.295842084856686,1.4209432631679957
190,6.030161791757106,6.230799833027325,3.220100896303966
191,8.162987175620476,8.205093152047176,0.5131687800058089
192,7.340538012159088,7.2673126090320315,-0.9975481770650078
193,7.694911799527619,7.791234260115832,1.236292702445088
194,7.040595327865023,7.082661793968408,0.5939358298769704
195,7.66591642765642,7.752689795777442,1.1192678980691873
196,8.289419846682936,8.406035838376825,1.3872887760184385
197,7.109950471041384,7.111558505736213,0.02261156529236507
198,6.665827536903072,6.676424699271339,0.158725108805969
199,7.186417410049739,7.332052122563632,1.9862749211195283
200,3.1775779742019576,3.2670738875052105,2.739329332144165
201,7.18145566856959,7.317208664852197,1.855256594426363
202,7.249202459002643,7.405126841827727,2.1056274410364892
203,6.253429049357823,6.31107930943542,0.9134770338158508
204,6.550385547702566,6.6031700787566106,0.7993816670550407
205,6.678310557354435,6.676751173526699,-0.023349974733038858
206,6.038667170825075,6.240923888095468,3.2408137143956575
207,6.436869868333817,6.434552408126231,-0.03600290599297544
208,6.362392035446764,6.307412070969764,-0.864139841913078
209,6.152350256281261,6.2079176687680295,0.8951054999702607
210,6.745459535101412,6.776974505434092,0.4650300854372319
211,6.627130558175609,6.644541863633172,0.26203921677216996
212,6.198961404064951,6.2306676226364575,0.5088735347768435
213,6.018749213002826,6.062675754062535,0.724540497325364
214,7.196938608615677,7.196297723094177,-0.00890497413348919
215,7.689471147206401,7.65365476824989,-0.46578468493926645
216,6.672001658463563,6.728730659930028,0.843086227307171
217,7.112061065432803,7.087486775453042,-0.34552979443892134
218,6.52380022854571,6.700550017676072,2.6378400081201616
219,6.916453295655632,6.88460152927041,-0.46052167236102387
220,6.11782785135514,6.177558321918915,0.9668944824339722
221,6.326010234857045,6.281772644271389,-0.6992968544676323
222,6.29542956225033,6.362281929096805,1.0507608369370909
223,6.094422528143691,6.100373075472595,0.09754399042951066
224,6.763948215976987,6.704413772117825,-0.8801729693692223
225,6.87568669123679,6.7316749164305545,-2.094507520096604
226,7.493391888236744,7.502291055410771,0.11861932719350893
227,5.848643782218335,5.860997411179528,0.21077690526922166
228,5.523679642050107,5.640429616034281,2.0698773308381297
229,6.381926091959474,6.389704328389536,0.12173077235363546
230,5.470444316208779,5.496617866256367,0.47617554438824744
231,6.497992191622697,6.496559586045121,-0.022046895953843987
232,6.414340455941287,6.392338380079741,-0.3430138455024877
233,6.996214902697734,6.909346088214119,-1.2416544616163547
234,6.430027563817025,6.509015331991819,1.213513321847142
235,5.895228012099975,5.9498666202231725,0.9183165205331667
236,6.970655040072447,6.976093424874305,0.07795745370132788
237,6.868015709772272,6.782284609401552,-1.2482659328914434
238,6.100599941101608,6.140326904618407,0.6469845031690143
239,3.6194245692246763,3.5294578398855916,-2.4856638843659233
240,6.915166405994616,6.918798760425106,0.05249978437393872
241,6.428205900800384,6.482922670582142,0.8440139202963062
242,7.330529736830737,7.211331086152496,-1.626057801516743
243,5.971150343690093,5.976419231498946,0.08816128194426649
244,6.024698727494767,6.133234323321266,1.7696306729028422
245,7.088720777701618,7.235424988085337,2.027582493430568
246,7.309598300704181,7.21648260096713,-1.2738825843286101
247,5.856088633888002,5.863322315239851,0.1233717159475835
248,6.192007054601562,6.183291083056745,-0.1407616539832491
249,6.283188562819046,6.262798079206155,-0.3245244577498798
250,6.4747427848941586,6.47740279010004,0.041065922439579024
251,6.275107133852104,6.523190961411047,3.80310539774969
252,5.939312112402637,6.0532876144598,1.8828694309007183
253,6.428866590398333,6.488005738639809,0.9115150421225487
254,7.479821301972453,7.4821324303500765,0.03088863234028167
255,5.5689832860037445,5.6254274530364885,1.0033756101907711
256,6.41059987915456,6.438997899869489,0.44103168158362316
257,6.621622303372826,6.7374232173269135,1.7187715572962314
258,6.425641122471902,6.315252466070951,-1.7179399580050787
259,5.98410326248915,5.965344273139073,-0.3134803750407473
260,5.930459515106705,5.991314808915075,1.0157251913689789
261,6.2511085510501045,6.347296038965421,1.5154088815903837
262,6.259184269053917,6.317032615231099,0.9157518996768016
263,6.594491293142214,6.738838292711304,2.142016076052979
264,5.58558935295093,5.666409062566142,1.4262950084053962
265,6.3335419596211775,6.37881312474795,0.7097114187454918
266,7.179276837777589,7.148860711471071,-0.42366560022406796
267,5.673140059530583,5.647095767879518,-0.45908070976163795
268,6.0080210441491975,6.005298059845984,-0.045322482781001955
269,5.421876891284408,5.506920582193036,1.5443057447318527
270,7.101834662618115,7.0324969767975825,-0.9763348362009208
271,6.489474698963202,6.550742770127182,0.9352843381879606
272,6.961961517872135,7.017588798294775,0.7926836698690173
273,7.0749364605593446,7.032548824684785,-0.5991239088980974
274,7.3652216235892505,7.4271127761092846,0.8333137571186302
275,7.054614482036637,7.080014948915113,0.35876289897336894
276,5.9585911313321365,5.99723523508921,0.6443653157203343
277,5.540625899296916,5.493071263490726,-0.8582899598441609
278,5.264995192429548,5.2472828820812865,-0.3364164581523172
279,6.570653858161027,6.542987135945239,-0.4210649779005534
280,7.206400371262419,7.1059639541121316,-1.3937113118333913
281,6.852203091731546,6.940331372453061,1.2697993221376365
282,6.443996711270098,6.457514830433117,0.2093393436637574
283,5.585653799561516,5.634608162474492,0.8688157455029955
284,5.801481343974614,5.7713681325796475,-0.519060729657295
285,6.203337163890107,6.246063080800308,0.6840455556962856
286,5.004787187500143,4.966556217963883,-0.7638880156931471
287,6.84790240393573,6.664993657641174,-2.6710185908816584
288,6.172709026249552,6.104648298475875,-1.1026070965640444
289,6.688717146613805,6.754143638082264,0.9686867051444008
290,6.748584144241838,6.7432772981686275,-0.07863643632181203
291,6.049187523686823,5.974115773649536,-1.241022033840547
292,7.270018149603116,7.090888985229634,-2.4639438401300358
293,6.603142725336442,6.58658946405951,-0.25068761899415504
294,6.411731016434899,6.4485356413092605,0.5707439164729293
295,6.557328179827878,6.477185472335576,-1.222185397687465
296,7.270691417187698,7.159266792429028,-1.532517588289686
297,5.845901411747929,5.9314103658189925,1.441629373071661
298,6.309127502844865,6.281864499855013,-0.4321200194093127
299,5.3061242148293895,5.286789641370501,-0.36438222469146986
300,5.829658259567888,5.860624437388841,0.5283767651685536
301,5.9163213895814195,5.8761193176564,-0.6795112921994907
302,6.933359641954357,6.916283717244814,-0.24628644108139144
303,5.779515516757772,5.757430293906374,-0.38212931148573115
304,5.156518144245017,5.1828741481408,0.5085210086615262
305,6.62442276896835,6.666140070925556,0.6258089616081685
306,6.656685235983383,6.595329162873343,-0.9217211109573475
307,5.668065592274196,5.623340163687568,-0.7890774702323605
308,6.118805967335165,6.289637925042094,2.71608572294384
309,7.156775326463992,7.194204514132565,0.5202686078084842
310,5.692724892083728,5.682215573807345,-0.18460962852775667
311,5.149337651826471,5.213161121348699,1.224275790381014
312,6.608459409102162,6.578756481763856,-0.4494682572672643
313,5.835226241026321,5.827917980392052,-0.12524382658697947
314,5.546561887619093,5.566034288911932,0.34984335852241005
315,6.516590597292005,6.467853635631121,-0.7478904947801537
316,5.559756241009076,5.600919511656058,0.7349377287303889
317,6.765208058851446,6.785361647059481,0.297015682528412
318,5.721133121319888,5.743353252417376,0.38688428381338014
319,6.053156123452712,6.072739514936787,0.32248034739357884
320,5.63127210439463,5.701860063453413,1.2379812600316715
321,6.268467606173025,6.251159908051675,-0.2761073233321909
322,6.1101109250189864,6.229122618120105,1.9105691185933815
323,6.2149936586791705,6.2509153489459015,0.5746628815376373
324,6.658418542165895,6.6083294495099585,-0.752267108754668
325,5.970260150037816,5.958277122961381,-0.2007119752789731
326,6.493897643578712,6.511323871665993,0.26762957012645594
327,6.937736220344433,6.935714065162633,-0.02914719034532063
328,5.585145649993615,5.646536767796512,1.0872348897650734
329,7.620856570891671,7.754240051094122,1.7201360716661203
330,6.398502831494494,6.409721619730561,0.17502769857481934
331,6.958323428783786,6.935693546127789,-0.3252203334266799
332,6.892949487046955,6.84763505926432,-0.6574025802421596
333,5.957333671152895,6.004569620292254,0.7866666909769253
334,6.362211950198973,6.3875398690467176,0.3965207163790963
335,5.818976542234548,5.906298055038826,1.478447446955068
336,5.9365265871460915,5.940459242993261,0.06620120913728736
337,6.442203740286924,6.463800146432191,0.33411314793182456
338,6.557659847979137,6.584282336036792,0.40433393798966283
339,5.92772278416769,5.995047850406555,1.1230113239930137
340,5.452774537594162,5.455092011502679,0.0424827647935321
341,5.817543524285238,5.834602591846267,0.29237754058638127
342,6.437126260169774,6.442699544150702,0.08650541504744967
343,5.606506679838155,5.631765063423254,0.44849853111140886
344,6.129242852277835,6.127868446320069,-0.02242374777587111
345,5.868043096834635,5.836945435351343,-0.5299494391932279
346,7.021573837940945,7.025988560067663,0.06283417755345168
347,5.9409989067236175,5.9137100837287875,-0.4593305506915077
348,6.004766575091994,6.005639130009446,0.014528926872954932
349,6.436049006569558,6.415027862623033,-0.3266156600900319
350,5.560978800355224,5.618769005902282,1.0285207575956796
351,5.366141698931225,5.353864066518663,-0.22879814029150333
352,7.271055134833974,7.2426101835991075,-0.39120802562193546
353,6.010848119762008,5.981905764048742,-0.4815020299400227
354,5.883056609948509,5.9102451883436125,0.4600245426150065
355,6.363445531232768,6.274460419743368,-1.398379400792331
356,5.4160596577114575,5.550912146190558,2.4293752977453607
357,6.837272910129857,6.852188657631889,0.21767858778113286
358,5.950375297099244,5.9557418742380435,0.09010761802845897
359,6.137842091937734,6.208691517103962,1.1411329580645042
360,6.144854996665875,6.194895540462542,0.8077705825679032
361,5.527727302252474,5.486115573436903,-0.7527818674885581
362,5.595180964230877,5.576281350226735,-0.33778378438453144
363,7.711293868688311,7.591999309546159,-1.5470109319338405
364,4.7944537665699105,4.856646204255022,1.2805634808362913
365,7.221778207582052,7.14126509729325,-1.1148654524487092
366,3.632457963285898,3.6081185840571406,-0.6700526055569374
367,6.76157839775039,6.556855457945573,-3.0277389059473108
368,6.836905246747038,6.847823542232244,0.15944183458978495
369,8.053739045212744,7.968437974456563,-1.0591486796047225
370,6.000800710553818,5.897949103381064,-1.7139647212723692
371,6.691461584580805,6.672303108008906,-0.2863122851373209
372,5.235970681344754,5.265600260182829,0.5627008768995764
373,5.948583209632975,5.954307342459541,0.0961343191969181
374,5.587085001782335,5.5949032797132,0.1397392866327655
375,6.5180949906377155,6.530709836448286,0.19316193991908714
376,6.18097885118274,6.290756489541227,1.7450625936800976
377,6.571701565327279,6.5439998052768225,-0.4215310110339313
378,7.737194538286365,7.724304500121756,-0.16659834647849825
379,6.026495874558474,6.0449738326799975,0.30567474124749405
380,5.17383368792512,5.157187555427136,-0.3217369073310803
381,4.964370033332865,5.040688139764293,1.5140414228243941
382,6.846997185553231,6.7782336790405155,-1.0042870567816509
383,6.373393644117038,6.257073025227604,-1.8250970422453612
384,7.723520599782657,7.779126361496847,0.7148072820800756
385,6.096359043561868,6.100520938341874,0.06822195714218317
386,5.849511063482557,5.8527355376899575,0.05509345478940739
387,5.489925624002002,5.366458956306845,-2.2489679487707313
388,5.584179083735387,5.646386169853981,1.1017150483032343
389,5.640341812782598,5.674010875572958,0.5933908751445653
390,5.145578745635941,5.167885665954104,0.431645004554199
391,5.607270861936282,5.524722460370816,-1.4721671843218391
392,5.6429257746064545,5.631164255709248,-0.2084294454152581
393,6.76655965292296,6.7071666246106085,-0.8777433638185029
394,6.863355886534388,6.829862184225339,-0.4880076578101152
395,6.088667489424988,6.095372341856221,0.10999906248863173
396,5.756662444870955,5.735233350605715,-0.3722485810216705
397,7.298748954168317,7.247497508601573,-0.7021949362633374
398,5.040095571213435,5.0337888807518345,-0.12513037446394862
399,5.9446875280700695,5.9877195941145125,0.7186720314481716
400,5.982744908151716,5.915774752595149,-1.1193884510321974
401,6.134941377124016,6.127268250220522,-0.12507253829850754
402,6.341252924994707,6.251879992849349,-1.4093891728097698
403,5.925493543723148,5.977632488029478,0.8722340225957556
404,6.887589710427316,6.768616686007717,-1.7273535361649461
405,6.109602400289657,6.188500936616642,1.2749216189037267
406,6.081159265308457,6.102742571078588,0.3536656760259852
407,5.7219753043725445,5.713701569723748,-0.1445957769596518
408,6.241356306915868,6.211953237675706,-0.4711006357317181
409,5.367162354800578,5.406586242979827,0.7291826377585181
410,5.541237073162358,5.604661264776521,1.1316329144236354
411,6.039921051091872,5.987241143042364,-0.8721953085791526
412,7.422401963779189,7.493708236663011,0.9515485608974703
413,5.1432073839153984,5.16317542880048,0.3867396171297801
414,5.987783611902981,5.995558552131795,0.12967833040425952
415,6.582780213338332,6.6430118304026005,0.9066914014605587
416,5.861034527014324,5.920330546540611,1.0015660284531767
417,5.4956216671417355,5.51817149534102,0.408646745001014
418,5.991564886583994,5.995614517974841,0.06754322478047375
419,5.125550053182641,5.040260473390267,-1.664008329006839
420,5.855343828063667,5.879825113805961,0.4163607806091351
421,5.2598107300370645,5.264330565945824,0.08585775251268248
422,5.244654978231608,5.26114535365322,0.31343698592476077
423,5.038059544357471,5.075173056018867,0.731275786101166
424,4.852916860099289,4.885407403522476,0.665052896095426
425,6.634482033805966,6.617429057868402,-0.25703552817945424
426,6.656275316229352,6.629743789379617,-0.39859419253656103
427,4.9074688692856405,4.96487310623509,1.1562075348382788
428,5.437359630782554,5.482088280925848,0.815905323869391
429,5.808925181644168,5.897169829747166,1.4963898047816906
430,6.036332448241187,6.010968013495649,-0.42019612012801616
431,7.1297671300414445,6.9792530987878685,-2.111065179385474
432,6.188312817534298,6.0910309372365905,-1.572025900534046
433,5.5358921461188295,5.5716532931202165,0.6418408526163007
434,5.5898573173806785,5.608660951373324,0.3352606648123553
435,5.180575971150351,5.258375274426631,1.4795312090912445
436,6.084787375146042,6.09073144477719,0.09759204924796674
437,4.8427084208334135,4.911563048516655,1.4018882991644828
438,6.281870383508555,6.387454717828601,1.6529954259454835
439,5.482276597559539,5.484927154916115,0.04832438575233149
440,5.041431082872281,5.101186926029211,1.1714105760763467
441,6.448808678840653,6.483827633759719,0.5400969442298446
442,6.742904012338101,6.726778431437329,-0.23914890188657745
443,5.6533847329289895,5.646466498321572,-0.12237332030706131
444,3.7457397756341595,3.8722224232445392,3.266409668285527
445,6.0033325223131415,6.038207381608946,0.5775697502875728
446,3.374218737993537,3.401582508342332,0.8044423523958619
447,5.2375536947046015,5.271097167897016,0.6363660567046154
448,5.616271937647053,5.603281263371304,-0.23130422493735
449,5.48375339038178,5.527851481063958,0.7977437677773795
450,7.169269660848316,7.083100280879729,-1.2019268913702859
451,5.791014436648987,5.736426467263442,-0.9426322448806157
452,6.044026804735704,6.08052148670839,0.6001900010132453
453,5.558320756645226,5.595591021079162,0.6660648409352212
454,5.9714598915122465,5.9263642312131095,-0.7551865225325451
455,5.94373554085251,5.965361928594593,0.36253270130046095
456,6.246514107499389,6.275547216728689,0.4626386867412308
457,5.732266777336874,5.720867535179062,-0.19886098467852328
458,5.731498120996938,5.712345416756595,-0.33416575973703727
459,6.117144204203951,6.116199910915855,-0.015436832230431559
460,5.980198416950323,5.930962593754979,-0.823314207364589
461,5.222860884271402,5.242890027905439,0.38202486657991047
462,6.072019142728512,6.081615284760812,0.15778936323620596
463,5.887146798980604,5.9222931318242455,0.5934581767791612
464,4.527396327380631,4.521190289897606,-0.13707740684180303
465,6.2493155433045695,6.257026124982552,0.12323077327736193
466,5.458935628527599,5.441954166393632,-0.3110764311860424
467,4.967141017469581,4.9097615181670875,-1.1551816044821006
468,6.182611145783756,6.169979581911508,-0.20430791415472419
469,6.5346018780896005,6.5319030372192195,-0.04130076966785281
470,6.521977534005049,6.512639027604464,-0.14318519731009335
471,5.872012324997462,5.886244982746005,0.24179519864128596
472,5.929690029443452,5.903647176220127,-0.4391941753112102
473,5.262870551209854,5.209028619597036,-1.0230525544741131
474,5.784337232933898,5.807962741837287,0.4067779005055238
475,5.753564945298859,5.746317530741827,-0.1259638958790855
476,6.006530773512053,6.027311049811209,0.3447686062229399
477,5.6818872634342865,5.667114912954827,-0.25999020738279577
478,5.547178067359498,5.566204870487236,0.3418272156783254
479,4.780149642407235,4.77444162553513,-0.11941084064536464
480,6.079862705455366,6.11139792570851,0.516006658975467
481,4.686192626321059,4.731139441941037,0.9500209446698932
482,5.656013431741534,5.677269886959569,0.3744133296685454
483,6.355999311470406,6.368374880949514,0.19432853295319208
484,5.40678972845837,5.369594830955863,-0.68792942523237
485,5.364599604194288,5.3841838751019795,0.3637370372556406
486,5.720103685757124,5.7249387829612015,0.08445674944975855
487,5.491557040422833,5.431910970839271,-1.086141310096805
488,5.527567331506827,5.496789299490438,-0.5568097170152108
489,5.311005202943209,5.321722531326001,0.20138833469249268
490,6.687043356537477,6.660055107726769,-0.40359015743966514
491,5.224663742336854,5.2113613259817235,-0.254608086015895
492,4.986392924614198,5.024954544687152,0.7674023661313574
493,5.527420170026306,5.542607070842036,0.274002840569795
494,5.889299934350321,5.898114867704749,0.1494534025217782
495,5.946579876640514,5.953228998121646,0.11168932831628164
496,6.539350689331174,6.5792202663457156,0.6059924337612442
497,5.275855768267714,5.293291404831504,0.3293912091798959
498,5.462432622666266,5.484409812842847,0.4007211518934424
499,5.951546652973016,5.965403063234985,0.23227953107421254
500,5.180950629730652,5.191796847928693,0.208910681903281
501,5.865471859969619,5.8282489672888955,-0.6346103701351091
502,6.106308248975596,6.06282766437498,-0.7120600996176377
503,6.781076781829776,6.800591899116004,0.28696204059480096
504,6.692072211366723,6.668238254637696,-0.3561521151631271
505,6.314379945946446,6.309644986321925,-0.07498692927974394
